meeting_id,segment_id,start_time,end_time,speaker,text,is_overlap,overlap_type,topic,decision,action_item,event_type,content,owner,deadline,uncertainty_note
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8069,对刚开始我接触短视频，也是因为为了娱乐搞笑。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8068,啊，我可我不是。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8067,啊，对对我也是，嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8068,哦。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8068,我就是看这种情景类的呀，这种有的时候儿他们就是拍的剧情，但是，对最近的话就是，就是模仿流比较高，就是你拍了这种情景的话。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8066,对也是其实。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8066,情景剧是吗。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0010,162.770,192.050,N_SPK8066,啊啊对对对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8068,又会有另外的几个人过来又拍同样的，我觉得就是比较，对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8066,一个爆款会出现相继的爆款，所有人不不一样的人会拍同一样的段子对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8069,就会。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8069,模仿的这个，就很，嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8068,对太多了模仿的然后，你可能，你因为现在这些的话就是你对什么感兴趣，他这个APP就对这个推的比较多。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8066,就。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8067,是。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8066,对千人千面他会推荐你相对应的一些事情啊。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8067,对对对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8068,对推的比较多就老看那一样的东西，所以有时候儿也挺烦这个的。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0011,192.150,217.790,N_SPK8067,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8067,但是我，有有时候就比较好，像那种解压的视频，如果咱们经常看，经常浏览的话，或者点赞之类的，他们就会经常给你推一些比较减压的视频，那种看起来还是比较舒服的。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8069,就是。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8068,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8066,对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8068,就是那种和可就是划了肥皂的那些那个吗？,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8066,对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8067,还有。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8069,如果如果是我们家的话，我们家看短视频，最多的是我妈妈，然后她看的就是生活类的。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8068,呃。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8067,对，中老年妇女都比较爱看，像我爸。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8069,生活类的但是我发现他这个生活类的假科普的现象很严重，就比如说经常看完一个短视频，就跟我们说什么，床底下不让放鞋，卫生间不让放镜子，对这，就很无语。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8066,是生活类的段子吗？,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8068,科普。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8067,嗯，没错，没错。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8066,啊对客服的。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8066,嗯对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8068,哎呀，那太多啦。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8066,这些受众面。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0012,218.250,263.460,N_SPK8067,这只嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0013,263.540,272.960,N_SPK8068,自己分辨比较好。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0013,263.540,272.960,N_SPK8067,对对对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0013,263.540,272.960,N_SPK8066,对中老年人的受众面还是蛮大的，他们就会比较相信这一些算是伪科普的一些内容吧，但是相对于短视频来源。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0013,263.540,272.960,N_SPK8069,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0014,273.750,280.250,N_SPK8066,除了伪科普，其实还有很多这种科普类型的博主，去分享呢一些科普的知识还是蛮多的。,False,none,,,,speaker_stance,认为除了伪科普，还有很多这种科普类型的博主，去分享呢一些科普的知识还是蛮多的,,,
R8007_M8011,R8007_M8011_seg0015,280.410,283.510,N_SPK8067,我也比较喜欢看科普类的比较长长知识。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0015,280.410,283.510,N_SPK8068,有。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0015,280.410,283.510,N_SPK8069,嗯嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0016,283.740,295.940,N_SPK8068,对我看呢，鹤叔，我不知道你们看没看啊，我我一般看的话就是鹤叔，还有就是保险类的比较多，然后因为关注了他们，然后等到时候看的话就先看自己关注的。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0016,283.740,295.940,N_SPK8066,对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0016,283.740,295.940,N_SPK8067,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0016,283.740,295.940,N_SPK8067,看了，看过。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0016,283.740,295.940,N_SPK8066,哦看过。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8068,谁更新了新的视频，你就先看了之后再去看其他的，反正我就是这样，而且再就是的话，我会看一些就电视剧的啊，像自己没看过电视剧的经典的出现了之后，你可能就点开他的主页把这一系列的看完。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8066,更新了新的视频就会看一下。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8066,好。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8067,哦，那个片段是不是，嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8069,哦哦，那个对片段。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8066,是。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8068,对很经典的片段嘛。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8066,是电视剧的片段，还是说是那种类似于电视电影电视的那种解析呢。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8069,对，这这个也可以。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8068,都有啊，因为你看过了之后，就是他就会给你推荐一个从电视剧到电影都会有啊。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0017,295.940,322.210,N_SPK8067,对对对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0018,322.580,323.540,N_SPK8066,一些精彩片段。,False,none,,,,speaker_stance,认为一些精彩片段,,,
R8007_M8011,R8007_M8011_seg0019,323.780,324.150,N_SPK8068,对。,False,none,,,,speaker_stance,认为对,,,
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8066,啊。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8069,其实有时候也不是精彩片段，就是非常吸引人的一个片段，也也会。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8066,啊。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8068,我我觉得这个也是有利有弊啊，就是有的时候你没有看过的，然后你看了之后，比如说你再去电影院啊，或者哪儿看的话，就没有看的那个欲望了，就是看过的还好。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8066,对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8069,就很，很想看。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8066,是我有时候会比较喜欢看那种电影的解析，就是有些电影我没有时间去看一个多小时那么长时间，但是电影解析他会把那些精彩的点会告诉你，其实这也是一个在。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8067,哦，是的，我也看过。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8069,嗯。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0020,324.250,351.680,N_SPK8068,还要看完。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0021,352.050,357.420,N_SPK8066,空闲时间的一个碎片化时间的利用，短视频也是很好的满足了大家的这个需求点。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0021,352.050,357.420,N_SPK8068,对这个也不错，我也经常看。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0021,352.050,357.420,N_SPK8069,嗯，有这个需求，对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0022,357.620,363.880,N_SPK8067,而且有的时候可能是咱们看的时候没有看到的点，视频解析它会给你讲解到，就特别好。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0022,357.620,363.880,N_SPK8066,对。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0023,364.020,382.630,N_SPK8069,对，讲解它会有一个你看不到的东西，他就会说出来，然后说出来发现，哇，原来这样。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8007_M8011,R8007_M8011_seg0023,364.020,382.630,N_SPK8068,对反正我。,True,partial,,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
