meeting_id,segment_id,start_time,end_time,speaker,text,is_overlap,overlap_type,topic,decision,action_item,event_type,content,owner,deadline,uncertainty_note
R8003_M8001,R8003_M8001_seg0006,65.660,78.840,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0007,79.210,87.750,N_SPK8002,我觉得可能都可以选择，然后还有像小型的按摩的这方面的，不用特别大就很小，就一百一百一一两百块钱。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0007,79.210,87.750,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0008,87.750,96.280,N_SPK8002,然后像这种礼物呢，我觉得可以由家长来去送，如果孩子有点太，太明显了，如果拿到学校就有点儿太明显了。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0008,87.750,96.280,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8001,这个孩子呀嗯小孩儿，分咱们这孩子大小那个太小的小孩儿就没必要送了，太小的你你上一二年级，他还不懂得那么多是吧，四五年级。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8002,我觉得像像像，我觉得上一二小级的那种的，那就由由由家长来代去送，做一贺卡这种的就可以，但也不能说我上一二年级，我不送了这。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8004,对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8001,一二年级小孩儿他可以你叫给老给老师，那个画个那个画个画个画。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0009,96.750,125.890,N_SPK8002,对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0010,127.590,149.160,N_SPK8001,给老师送过去，这是表示对老师的尊重是吧，嗯到你到大年级的学生呢肯定要给老师，因为嗯他要学习知识多了嘛，要老老师这一年也挺辛苦的了。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0010,127.590,149.160,N_SPK8004,这个肯定有一平衡点，你比如说一二年级的孩子他不懂表达，口齿不清，嗯思维肯定还没有。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0011,149.620,156.960,N_SPK8002,比，完善，完善，对，然后呢？,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0011,149.620,156.960,N_SPK8004,逐渐的完善，那么肯定这个年级的孩子，他肯定家长代劳的会多一些。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0011,149.620,156.960,N_SPK8002,那就。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0012,157.750,162.370,N_SPK8004,那至于四五六的，快小升初的那个年级要拔高儿的那个年级。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0012,157.750,162.370,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0013,162.370,175.380,N_SPK8004,他们的表达能力要相对于一二三年级要强很多，那么这个阶段让孩子去，多一些家长少一些，达到这种天平互补，平衡的这种效果。,False,none,他们的表达能力要相对于一二三年级要强...,,,speaker_stance,认为他们的表达能力要相对于一二三年级要强很多，那么阶段让孩子去，多一些家长少一些，达到这种天...,,,
R8003_M8001,R8003_M8001_seg0014,175.740,188.350,N_SPK8002,我觉得家长也可以就是问问孩子，你打算要要送老师什么，也可以参考一下，就是从孩子，从孩子的眼里出发，我想送老师什么礼物。,False,none,家长也可以就是问问孩子，你打算要要送...,,,speaker_stance,认为家长也可以就是问问孩子，你打算要要送老师什么，也可以参考，就是从孩子，从孩子的眼里出发...,,,
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8001,这个四五年级的孩子呀他也知道大一点儿了，他也知道天天跟老师一块儿，他也一般的知道老师喜好什么，有什么爱好，啊有什么那个。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8002,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8002,对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8004,嗯，有什么需求？,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8002,有什么需求，不能说，不能说家长一味的去做主说我想送什么什么，这种的我觉得也，也要考虑一下孩子，征求，征求一下孩子的意见，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8001,对，咱们也得征求孩子的意见老师家长必须要征求孩子意见。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8004,嗯，对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8004,对，这个征求孩子意见，然后做一个平衡，啊，你比如说送个奖奖品啊，比如说这老师天天批改作业，送给一个这个这个这个那叫。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8001,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0015,188.810,220.740,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0016,220.800,221.430,N_SPK8002,眼部仪。,False,none,眼部仪,,,speaker_stance,认为眼部仪,,,
R8003_M8001,R8003_M8001_seg0017,221.600,222.900,N_SPK8004,呃，护眼灯。,False,none,护眼灯,,,speaker_stance,认为护眼灯,,,
R8003_M8001,R8003_M8001_seg0018,223.240,237.240,N_SPK8004,啊，现在这这几年比较流行，护眼灯，啊然后呢，这个来说呢，也是非常的关心老师啊，然后在这个教师节也是非常恰如其分啊，啊然后也不会让老师有一些不适。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0018,223.240,237.240,N_SPK8002,啊，护眼灯，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0018,223.240,237.240,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0018,223.240,237.240,N_SPK8001,对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0018,223.240,237.240,N_SPK8002,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0019,237.960,259.810,N_SPK8002,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0019,237.960,259.810,N_SPK8001,这老师呢他一天呢坐这儿那个站这儿，站一天也挺累的，嗯孩子们他给做咱们家长做建议，让孩子去还得让孩子去决定给老师买点儿这个。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0019,237.960,259.810,N_SPK8003,对就让家长还是有一些靠谱的提议，提示是吧，就是几几选一，比如说是刚才讲的有什么颈部按摩仪啊，眼部按摩仪或者是护眼台灯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0019,237.960,259.810,N_SPK8001,啊。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0020,260.080,264.930,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0020,260.080,264.930,N_SPK8003,啊包括一些防止静脉曲张的这种这种小的护具啊之类的。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0021,265.880,278.860,N_SPK8003,然后到时候让孩子给参考，也让就是说孩子能有一些，就是自己有一些自己的主观呀，或者什么的意识是吧，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0021,265.880,278.860,N_SPK8001,对，让他哎给老师嗯给老师送过去，老师也乐意收。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0021,265.880,278.860,N_SPK8004,对。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0021,265.880,278.860,N_SPK8002,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0021,265.880,278.860,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0022,279.300,284.900,N_SPK8002,然后，现。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0022,279.300,284.900,N_SPK8004,因为因为咱们现在关系到一个什么呀，因为有的时候你家长送过去。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0023,285.060,294.420,N_SPK8001,那不可能。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0023,285.060,294.420,N_SPK8002,不见得，不见。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0023,285.060,294.420,N_SPK8004,那老师很尴尬，哎，很尴尬，然后呢，你送的这个这个这个这个产品有的时候，可能家长心细一点儿，他会做一个精美的包装。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0023,285.060,294.420,N_SPK8002,不。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0023,285.060,294.420,N_SPK8002,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0024,294.420,296.090,N_SPK8004,但是老师他不会这么想。,False,none,但是老师他不会这么想,,,speaker_stance,认为但是老师他不会这么想,,,
R8003_M8001,R8003_M8001_seg0025,296.860,301.660,N_SPK8004,他虽然是你捆绑在教师节上，但是呢我觉得。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0025,296.860,301.660,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0026,302.800,317.850,N_SPK8004,这个来说呢，这个送送到哪儿，呃谁来收，这也是一个很大的点。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0026,302.800,317.850,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0026,302.800,317.850,N_SPK8002,还有一个，就是一个时间点，我是，呃，什什么时候送，比方说比方说孩子画的贺卡，唉，我九月呃，九月十号教师节。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0026,302.800,317.850,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0026,302.800,317.850,N_SPK8004,什么时候送？嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0027,317.850,330.320,N_SPK8002,我可以九月十号，我当天送那咱买的这些礼物是，是是当天呢，还是提前一提前几天，因为现在也关系，因因为教师节，它关系的还有一个物流的时间。,False,none,我可以九月十号，我当天送那咱买的这些...,,,speaker_stance,认为我可以九月十号，我当天送那咱买的这些礼物是，是是当天呢，还是提前一提前几天，因为现在也关...,,,
R8003_M8001,R8003_M8001_seg0028,331.560,331.790,N_SPK8004,对。,False,none,对,,,speaker_stance,认为对,,,
R8003_M8001,R8003_M8001_seg0029,332.140,339.930,N_SPK8001,我认为啊这个事儿啊，送老师这个奖品那个给老师礼物这个事儿啊，呃节前节后。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0029,332.140,339.930,N_SPK8003,你这个。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0029,332.140,339.930,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0030,341.600,355.100,N_SPK8001,都不大太受影响。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0030,341.600,355.100,N_SPK8004,而且吧，这个这个矛盾点儿就在这儿，这个如果要是说在教师节前后送吧，不符合这个这个当天教师节的这个这个气氛。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0030,341.600,355.100,N_SPK8002,那个气氛。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0031,355.500,363.620,N_SPK8004,然后这个，但是呢你像学生一个班有二三十个，你同时一天送那太太扎眼了。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0031,355.500,363.620,N_SPK8002,三十来个吧，送。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0031,355.500,363.620,N_SPK8003,对呀。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8002,如果。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8003,对，而且这个老师他不一定收啊，你要是，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8001,这个。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8004,还不一定收。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8002,那，那也。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8001,孩子们呀给老师送小送个手工自己画个画什么的，送个手工当天教师节当天给老师画个花儿，呃肯定老师要。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8004,呃，我有一提议呀，我觉得这个同学A同学送一个，B同学送一个，这甭有不不包括家长，这就得好几十份儿，我觉得不如让学生整体总体做一个哎。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0032,363.980,387.460,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0033,387.750,387.940,N_SPK8002,那。,False,none,那,,,speaker_stance,认为那,,,
R8003_M8001,R8003_M8001_seg0034,387.980,411.640,N_SPK8004,啊，奇思妙想的一个送。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0034,387.980,411.640,N_SPK8003,哦，来一个，啊来一个团购是吧，然后家长群那个微信里面到时候组团儿。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0034,387.980,411.640,N_SPK8004,这样的话呢？这个心意是代表所有班的学生，那么老师一是不会觉得尴尬，二他会觉得我是实至名归啊，嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0034,387.980,411.640,N_SPK8002,我觉得像，我觉得像你刚才说的这个，我觉得可能在家长群，我觉得他们可能会，会考虑到这方面吧。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0034,387.980,411.640,N_SPK8003,啊。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8003,哎呀，不过我觉得你说的这个挺好的，如果说大家各自送各自的，老师就处于这个这个这个这个这个就是说自己的师生，这个形象啊之类的，可能他不会收。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8004,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8004,很尴尬的位置。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8002,很高。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8002,不如就是，不如就是，呃，就是。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8004,而且还有一个，而且还有一个A家庭比如说条件好，他送的高一点儿，B家庭条件不好，他送的低一点儿，那有的老师他会有比较，那他不统一。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8003,嗯。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
R8003_M8001,R8003_M8001_seg0035,412.290,441.100,N_SPK8002,我觉得这，我觉得这个同，我觉得老师，我觉得同学之间可能也会有比较。,True,partial,高重叠不确定,,,uncertainty,高重叠语音，内容或说话人归属不确定,,,多人同时说话，按项目规则标为不确定
